id,rRNA-length,rRNA-bitscore,rRNA-count,OriT-identity,OriT-length,OriT-bitscore,OriT-count,IF-identity,IF-length,IF-bitscore,IF-count,Cir-alignment_a_mean,Cir-alignment_b_mean,Cir-mismatches mean,Cir-count,type
109_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2881.0,2882.0,37.0,3.0,Train
111_p,0.0,0.0,0.0,96.386,166.0,272.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
112_p,0.0,0.0,0.0,100.0,398.0,736.0,1.0,0.0,0.0,0.0,0.0,3306.0,3306.0,7.0,3.0,Train
113_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
114_p,0.0,0.0,0.0,95.54750000000001,81.0,130.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
115_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
116_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
118_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
119_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
121_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,360.0,1.0,1.0,Train
123_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
124_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3770.0,3769.0,137.0,6.0,Train
125_p,0.0,0.0,0.0,96.988,166.0,278.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
126_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19118.0,19124.0,218.0,7.0,Train
127_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5358.0,5347.0,64.0,7.0,Train
128_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4142.0,4084.0,187.0,4.0,Train
129_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
131_p,0.0,0.0,0.0,98.462,195.0,344.0,1.0,0.0,0.0,0.0,0.0,10153.0,10185.0,131.0,12.0,Train
132_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
134_p,0.0,0.0,0.0,100.0,188.0,348.0,1.0,0.0,0.0,0.0,0.0,881.0,881.0,0.0,1.0,Train
135_p,0.0,0.0,0.0,100.0,550.0,1016.0,1.0,0.0,0.0,0.0,0.0,5384.0,5313.0,121.0,4.0,Train
137_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,1.0,1.0,Train
139_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
141_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.777,623.0,902.0,1.0,0.0,0.0,0.0,0.0,Train
142_p,1484.0,1553.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14111.0,14132.0,59.0,1.0,Train
143_p,0.0,0.0,0.0,99.231,130.0,233.0,1.0,0.0,0.0,0.0,0.0,1057.0,1057.0,35.0,1.0,Train
144_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523.0,1520.0,3.0,2.0,Train
146_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.851,261.0,464.0,1.0,2453.0,2451.0,13.0,3.0,Train
149_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26188.0,26188.0,0.0,2.0,Train
150_p,1485.0,1555.85,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2057.0,2059.0,20.0,1.0,Train
151_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3952.0,3947.0,72.0,5.0,Train
153_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6421.0,6421.0,92.0,18.0,Train
154_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
155_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
158_p,0.0,0.0,0.0,100.0,102.0,189.0,2.0,100.0,373.0,689.0,1.0,19689.0,19697.0,35.0,2.0,Train
159_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
162_p,0.0,0.0,0.0,97.7045,116.5,205.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
163_p,0.0,0.0,0.0,96.793,63.5,106.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
164_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,374.0,1.0,1.0,Train
165_p,0.0,0.0,0.0,96.988,166.0,278.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
166_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8703.0,8716.0,205.0,11.0,Train
168_p,0.0,0.0,0.0,99.031,274.0,492.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
169_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
170_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0,1290.0,0.0,1.0,Train
171_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
172_p,0.0,0.0,0.0,100.0,91.0,169.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
173_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,130.0,241.0,1.0,0.0,0.0,0.0,0.0,Train
174_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255.0,2253.0,63.0,2.0,Train
175_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1557.0,1557.0,0.0,2.0,Train
176_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3037.0,3044.0,33.0,4.0,Train
177_p,0.0,0.0,0.0,100.0,451.0,833.0,1.0,99.1575,206.5,373.5,2.0,0.0,0.0,0.0,0.0,Train
178_p,0.0,0.0,0.0,95.122,41.0,65.8,1.0,0.0,0.0,0.0,0.0,867.0,867.0,104.0,1.0,Train
180_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10151.0,10151.0,44.0,10.0,Train
181_p,0.0,0.0,0.0,100.0,450.0,832.0,1.0,0.0,0.0,0.0,0.0,4508.0,4508.0,121.0,8.0,Train
182_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
184_p,0.0,0.0,0.0,100.0,268.0,496.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
185_p,0.0,0.0,0.0,100.0,398.0,736.0,1.0,0.0,0.0,0.0,0.0,524.0,524.0,0.0,1.0,Train
186_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3079.0,3079.0,89.0,4.0,Train
187_p,0.0,0.0,0.0,98.52566666666667,120.0,213.0,3.0,0.0,0.0,0.0,0.0,44932.0,44934.0,1915.0,12.0,Train
189_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.0,1645.0,3.0,2.0,Train
190_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
191_p,0.0,0.0,0.0,100.0,450.0,832.0,1.0,0.0,0.0,0.0,0.0,3835.0,3835.0,2.0,4.0,Train
192_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4970.0,4981.0,33.0,2.0,Train
193_p,550.0,496.8,1.0,100.0,241.0,445.85,2.0,0.0,0.0,0.0,0.0,2391.0,2391.0,143.0,4.0,Train
194_p,0.0,0.0,0.0,98.867,117.0,211.0,2.0,92.366,131.0,187.0,1.0,0.0,0.0,0.0,0.0,Train
195_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
196_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.0,907.0,44.0,3.0,Train
197_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949.0,1948.0,26.0,3.0,Train
198_p,0.0,0.0,0.0,95.695,302.0,486.0,1.0,0.0,0.0,0.0,0.0,3078.0,3076.0,110.0,4.0,Train
200_p,0.0,0.0,0.0,99.778,450.0,826.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
201_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4960.0,4958.0,109.0,8.0,Train
202_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
203_p,0.0,0.0,0.0,98.997,299.0,536.0,1.0,0.0,0.0,0.0,0.0,1646.0,1646.0,9.0,5.0,Train
205_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
207_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.0,982.0,56.0,2.0,Train
209_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,373.0,5.0,1.0,Train
210_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
211_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
212_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
213_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,1596.0,73.0,3.0,Train
214_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
216_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
217_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
218_p,0.0,0.0,0.0,100.0,450.0,832.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
219_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5686.0,5679.0,69.0,6.0,Train
220_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2941.0,2942.0,29.0,4.0,Train
221_p,0.0,0.0,0.0,100.0,268.0,496.0,1.0,0.0,0.0,0.0,0.0,1355.0,1355.0,0.0,1.0,Train
222_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,1.0,1.0,Train
223_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49611.0,49613.0,612.0,10.0,Train
224_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4803.0,4769.0,38.0,1.0,Train
226_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
227_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.0,737.0,0.0,2.0,Train
228_p,0.0,0.0,0.0,100.0,91.0,169.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
229_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
230_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9370.0,9363.0,126.0,14.0,Train
231_p,0.0,0.0,0.0,90.476,63.0,82.4,1.0,0.0,0.0,0.0,0.0,883.0,883.0,0.0,1.0,Train
233_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
234_p,0.0,0.0,0.0,100.0,450.0,832.0,1.0,0.0,0.0,0.0,0.0,2167.0,2167.0,62.0,5.0,Train
235_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,2018.0,30.0,2.0,Train
237_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,820.0,1.0,1.0,Train
242_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
243_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74792.0,74815.0,1422.0,140.0,Train
245_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,740.0,1367.0,1.0,5510.0,5458.0,248.0,11.0,Train
246_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1080.0,1.0,2.0,Train
247_p,0.0,0.0,0.0,98.1905,274.0,478.0,2.0,0.0,0.0,0.0,0.0,6841.0,6839.0,20.0,12.0,Train
249_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
250_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3818.0,3819.0,64.0,5.0,Train
251_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.894,414.0,671.0,1.0,19268.0,19270.0,174.0,23.0,Train
252_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
253_p,0.0,0.0,0.0,96.793,63.5,106.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
254_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.0,1315.0,71.0,2.0,Train
255_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
256_p,0.0,0.0,0.0,97.917,48.0,84.2,1.0,0.0,0.0,0.0,0.0,477.0,477.0,2.0,1.0,Train
257_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
258_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
259_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
260_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149.0,2149.0,28.0,1.0,Train
