id,rRNA-length,rRNA-bitscore,rRNA-count,OriT-identity,OriT-length,OriT-bitscore,OriT-count,IF-identity,IF-length,IF-bitscore,IF-count,a%,c%,g%,t%,gc-content,Cir-alignment_a_mean,Cir-alignment_b_mean,Cir-mismatches mean,Cir-count,type
47_c,1541.0,1577.8285714285716,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2461543046767953,0.25347824347821996,0.253873538525973,0.24649391331901174,0.507351782004193,39663.0,39694.0,1281.0,33.0,Train
48_c,1541.0,1576.7857142857144,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24564290533339958,0.25393602837129475,0.2540880689603228,0.24633299733498287,0.5080240973316176,29544.0,29511.0,1313.0,33.0,Train
49_c,1536.0,1554.02,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31789045657670323,0.1818192125351677,0.18449373905691457,0.3157965918312145,0.36631295159208227,58275.0,58207.0,2967.0,88.0,Train
50_c,1531.0,1569.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1719356670592356,0.328667241729132,0.32745643675125224,0.17190120865132738,0.6561236784803842,27662.0,27609.0,489.0,23.0,Train
51_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16043200112405082,0.33665832622901126,0.3403396899087997,0.16256998273813822,0.676998016137811,348634.0,348674.0,885.0,320.0,Train
52_c,1522.0,1427.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1535134995578677,0.34649310860656557,0.34654090254002473,0.153452489295542,0.6930340111465902,29252.0,29252.0,743.0,20.0,Train
53_c,1487.0,1499.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2520674675449275,0.24484116124202188,0.24800173638963074,0.2550888484150726,0.4928428976316526,0.0,0.0,0.0,0.0,Train
54_c,1546.0,1582.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17922294222256124,0.3208940288900955,0.3212427797369074,0.17864024915043586,0.642136808627003,8791.0,8790.0,221.0,13.0,Train
55_c,1551.0,1631.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3230862441959776,0.1769365166761323,0.17752396394677858,0.3224532751811115,0.3544604806229109,50293.0,50298.0,170.0,32.0,Train
56_c,1546.0,1580.6,2.0,100.0,30.0,56.5,1.0,0.0,0.0,0.0,0.0,0.17758360943035037,0.3270274033688628,0.32011431365485554,0.17527467354593132,0.6471417170237184,43935.0,43991.0,394.0,42.0,Train
57_c,1517.0,1589.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1885367639047252,0.3116742450865597,0.3114633895563593,0.18832560145235572,0.623137634642919,25762.0,25745.0,2290.0,20.0,Train
58_c,1551.5,1628.3999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3350065736985839,0.16333460428399374,0.16446208348330196,0.3371967385341204,0.3277966877672957,4773.0,4708.0,178.0,26.0,Train
59_c,1541.0,1582.3571428571427,7.0,92.982,57.0,84.2,1.0,0.0,0.0,0.0,0.0,0.2388439485464318,0.26053666500999023,0.2613185537022451,0.2393008327413329,0.5218552187122354,35590.0,35580.0,299.0,19.0,Train
60_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16213613849927117,0.3383795914478233,0.3386691154551687,0.16081515459773676,0.677048706902992,383881.0,383910.0,979.0,359.0,Train
61_c,1531.0,1560.975,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28166330216081414,0.21943665567715562,0.21918497211547483,0.27971507004655544,0.4386216277926305,9532.0,9544.0,873.0,8.0,Train
62_c,1551.0,1557.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30447251127076247,0.19642318410758572,0.1958061684520918,0.30329813616956,0.3922293525596775,0.0,0.0,0.0,0.0,Train
63_c,1488.0,1567.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3132817312856523,0.1900047734678206,0.19088151220220875,0.3058127474369819,0.38088628567002936,14461.0,14398.0,164.0,3.0,Train
64_c,1512.0,1559.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3504083192232195,0.1517083476931837,0.15160405771910634,0.34627927536449044,0.30331240541229004,2197.0,2198.0,2.0,10.0,Train
65_c,1541.0,1569.7999999999997,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23987508957200168,0.25903867540852854,0.2607662550974058,0.24031997992206397,0.5198049305059343,14549.0,14549.0,679.0,16.0,Train
66_c,1541.0,1577.6285714285716,7.0,98.246,57.0,100.0,1.0,0.0,0.0,0.0,0.0,0.23805345070741513,0.26169149021782484,0.2615835298680773,0.23867152920668272,0.5232750200859022,6016.0,6019.0,462.0,14.0,Train
67_c,1517.0,1544.0499999999997,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20508872210610762,0.29506367829923785,0.2951012835940634,0.20474631600059112,0.5901649618933013,137972.0,137948.0,3640.0,108.0,Train
68_c,1551.0,1631.9399999999998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3343453623209939,0.16399798077386515,0.16451981954525374,0.3371368373598872,0.3285178003191189,7931.0,7933.0,84.0,16.0,Train
69_c,1600.5555555555557,1595.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30212313522707335,0.1980935605305961,0.1970089666697393,0.3027743375725912,0.3951025272003354,13190.0,13201.0,280.0,10.0,Train
70_c,1541.0,1581.8285714285716,7.0,92.982,57.0,84.2,1.0,0.0,0.0,0.0,0.0,0.23942825536127335,0.26130421180293045,0.26026292408702667,0.23900439650096764,0.5215671358899572,32845.0,32855.0,317.0,27.0,Train
71_c,1541.0,1575.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24598449806715417,0.25542504548704537,0.25363015126373695,0.2449603051820635,0.5090551967507824,218653.0,218809.0,1487.0,207.0,Train
72_c,1524.0,1539.9000000000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1770381785155336,0.3234014501889754,0.322907837549199,0.17665253374629197,0.6463092877381744,11342.0,11337.0,184.0,14.0,Train
73_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16022818980880119,0.336568765971996,0.34049994082416596,0.16270310339503694,0.6770687067961619,346082.0,346099.0,801.0,315.0,Train
74_c,1514.0,1622.7222222222224,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516478084454012,0.14648841632714443,0.13631841384860882,0.3655453613788456,0.28280683017575325,35985.0,35985.0,67.0,22.0,Train
75_c,1518.0,1551.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23927718644515647,0.2616313745419734,0.25939511154089834,0.23969632747197178,0.5210264860828717,0.0,0.0,0.0,0.0,Train
76_c,1549.8,1638.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3112818333674246,0.1907533656857925,0.18862263241093666,0.30934216853584623,0.3793759980967292,402.0,401.0,17.0,2.0,Train
77_c,1545.0,1607.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641963953134504,0.23729135684359978,0.23634309276829357,0.26216915507465627,0.4736344496118934,23129.0,23128.0,98.0,9.0,Train
78_c,1480.0,1587.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19400872681200632,0.3107373204568107,0.30268443063292394,0.19256952209825906,0.6134217510897346,4476.0,4477.0,118.0,4.0,Train
79_c,1561.0,1587.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2014012922396088,0.29948152908541076,0.30000575121371653,0.19911142746126398,0.5994872802991273,15690.0,15718.0,672.0,47.0,Train
80_c,1542.2857142857142,1569.7142857142858,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27669519663717745,0.22930646281219397,0.22036976469992411,0.27362857585070444,0.4496762275121181,104259.0,104202.0,981.0,114.0,Train
81_c,1528.75,1561.1000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3175232037891841,0.18305715683563423,0.18121042592868336,0.31820921344649833,0.3642675827643176,9446.0,9456.0,161.0,9.0,Train
82_c,1539.857142857143,1576.7142857142858,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22104852562942287,0.27942054157885793,0.27899229782214363,0.2205386349695756,0.5584128394010015,478.0,477.0,1.0,5.0,Train
83_c,1548.0,1617.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295082687449559,0.20945306418723705,0.20157113317383227,0.29389311518937167,0.4110241973610693,18177.0,18131.0,367.0,22.0,Train
84_c,1530.0,1548.1499999999999,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18544194575972767,0.31506978492681204,0.3147840235707798,0.18470424574268057,0.6298538084975918,24246.0,24134.0,813.0,11.0,Train
85_c,1546.0,1580.6,2.0,100.0,30.0,56.5,1.0,0.0,0.0,0.0,0.0,0.17685508914009884,0.3238547451031004,0.3231891817059358,0.17610098405086494,0.6470439268090362,105149.0,105048.0,241.0,62.0,Train
86_c,1541.0,1577.7857142857142,7.0,98.246,57.0,100.0,1.0,0.0,0.0,0.0,0.0,0.23859732049023735,0.26158031761079165,0.2617798593001103,0.23804250259886076,0.523360176910902,4864.0,4900.0,294.0,13.0,Train
87_c,1512.0,1559.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3494861037767216,0.15309682372039352,0.15060374249447475,0.3468133300084101,0.3037005662148683,2539.0,2552.0,14.0,11.0,Train
88_c,1512.0,1559.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34998616572621555,0.1525022068960561,0.1508696428122264,0.346641984565502,0.30337184970828246,3023.0,3026.0,4.0,13.0,Train
89_c,1468.0,1534.5999999999997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1802486574588927,0.32079297697766707,0.31940881907780255,0.17954954648563767,0.6402017960554696,7061.0,7066.0,19.0,3.0,Train
90_c,1541.0,1520.6000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299092600953164,0.20040274907355798,0.1998012292540757,0.30070342071920236,0.40020397832763366,68863.0,68825.0,2123.0,130.0,Train
91_c,1539.0,1531.7333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094951613361254,0.19117060852206455,0.18989007960840532,0.30944415053340474,0.3810606881304699,9600.0,9570.0,69.0,8.0,Train
92_c,1549.1,1640.6200000000001,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26662690955664714,0.23360483723383163,0.23259716502789488,0.26717057912772085,0.4662020022617265,0.0,0.0,0.0,0.0,Train
93_c,1502.0,1618.1499999999999,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3580137706567133,0.1416524496757361,0.1445062051460814,0.3558275745214692,0.28615865482181746,35451.0,35470.0,977.0,28.0,Train
94_c,1518.0,1607.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16374500428725544,0.336002933598305,0.336672459842942,0.16357960227149757,0.672675393441247,49879.0,49901.0,728.0,50.0,Train
95_c,1551.0,1657.8181818181822,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32296723004705213,0.17695280818720044,0.17622172918608134,0.32385823257966606,0.35317453737328175,24099.0,24090.0,38.0,16.0,Train
96_c,1528.0,1532.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18593163045358027,0.3126407353987302,0.31477661514763067,0.18665101900005884,0.6274173505463609,2980.0,2979.0,12.0,2.0,Train
97_c,1541.142857142857,1579.9285714285713,7.0,92.982,57.0,84.2,1.0,0.0,0.0,0.0,0.0,0.23884963361746672,0.26094792983672527,0.26151296783446853,0.2386892562910396,0.5224608976711937,35826.0,35985.0,1009.0,28.0,Train
98_c,1521.0,1519.4000000000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28388376893074674,0.21613850725330375,0.2171072539452904,0.2828704698706591,0.43324576119859415,5424.0,5385.0,229.0,4.0,Train
99_c,1551.0,1632.5600000000002,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33486519922824115,0.16362246873725586,0.16422938920702806,0.3372829428274749,0.32785185794428395,5513.0,5449.0,247.0,26.0,Train
100_c,1542.142857142857,1570.9857142857143,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2444954791912987,0.2555942678862119,0.2557262842346037,0.2441821657332036,0.5113205521208156,5404.0,5406.0,175.0,17.0,Train
101_c,1484.0,1559.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19454665445193983,0.30877580171763286,0.3027338442992473,0.19394369953117993,0.6115096460168802,3685.0,3685.0,5.0,7.0,Train
102_c,1537.5714285714287,1604.9857142857143,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20229282781266436,0.2979546244258295,0.2978702107513418,0.20188219045864617,0.5958248351771713,5789.0,5789.0,163.0,16.0,Train
103_c,1542.0,1573.3714285714289,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24797901583452944,0.25216837502914524,0.25179726411548287,0.24805534502084245,0.5039656391446281,20999.0,20981.0,218.0,17.0,Train
104_c,1512.0,1559.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34956400815294664,0.1529986173258066,0.15073411377066442,0.34670326075058233,0.30373273109647103,2993.0,2992.0,4.0,12.0,Train
105_c,1569.0,1620.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26863018788021287,0.2311291648858988,0.2322278283032324,0.2680128189306559,0.4633569931891312,18475.0,18463.0,249.0,27.0,Train
106_c,1541.0,1575.6571428571428,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24741662666062464,0.2531116325605811,0.25211326121776895,0.2473584795610253,0.5052248937783501,167549.0,167555.0,6071.0,112.0,Train
107_c,1521.0,1515.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34416935580587077,0.15684653041954072,0.15950712229180897,0.33947699148277954,0.3163536527113497,104.0,104.0,1.0,1.0,Train
108_c,1536.8333333333333,1563.0666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18903422106133158,0.30870772884848224,0.31463831943963655,0.18761973065054965,0.6233460482881188,15809.0,15826.0,369.0,20.0,Train
109_c,1541.0,1575.5285714285715,7.0,95.238,84.0,134.0,1.0,0.0,0.0,0.0,0.0,0.22625755635435138,0.27167152421727286,0.27555095621396464,0.2265199632144111,0.5472224804312376,105321.0,105311.0,830.0,59.0,Train
110_c,1487.0,1555.5999999999997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26537117954835565,0.23556707473847072,0.23437559703411262,0.26468614867906104,0.4699426717725833,24852.0,24829.0,316.0,22.0,Train
111_c,1540.857142857143,1580.5428571428572,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23839145577739482,0.2614736124831076,0.2615577500573901,0.23857718168210748,0.5230313625404976,6781.0,6785.0,351.0,10.0,Train
112_c,1532.0,1556.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16270890875294702,0.33524010842778684,0.3372351530192787,0.1648158297999875,0.6724752614470655,18291.0,18295.0,148.0,23.0,Train
113_c,1532.0,1556.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1604085343066722,0.3410496779982634,0.3404604524671833,0.15808133522788106,0.6815101304654467,12027.0,12022.0,125.0,16.0,Train
114_c,1541.0,1577.6000000000001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2467275862273754,0.25368655064763324,0.2530394122898879,0.24654645083510346,0.5067259629375211,64138.0,64147.0,1055.0,62.0,Train
115_c,1519.0,1558.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23902049427881597,0.2621939846716415,0.2596717698453304,0.23911375120421213,0.5218657545169719,0.0,0.0,0.0,0.0,Train
