id,rRNA-length,rRNA-bitscore,rRNA-count,OriT-identity,OriT-length,OriT-bitscore,OriT-count,IF-identity,IF-length,IF-bitscore,IF-count,a%,c%,g%,t%,gc-content,Cir-alignment_a_mean,Cir-alignment_b_mean,Cir-mismatches mean,Cir-count,type
11_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,570.0,1053.0,1.0,0.242570281124498,0.2606613955823293,0.2535015060240964,0.2432668172690763,0.5141629016064257,6502.0,6503.0,171.0,7.0,Train
12_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37170642691828376,0.15854771230194054,0.12992923268648746,0.3398166280932882,0.288476944988428,0.0,0.0,0.0,0.0,Train
13_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20468386444107234,0.29446130500758727,0.3003692463328275,0.2004855842185129,0.5948305513404148,0.0,0.0,0.0,0.0,Train
14_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3022584777186004,0.20977550057304659,0.1708352996696555,0.3171307220386975,0.3806108002427021,9548.0,9550.0,12.0,1.0,Train
15_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15933540806282073,0.34185647473033554,0.33786338908174934,0.16094472812509442,0.6797198638120849,0.0,0.0,0.0,0.0,Train
16_p,0.0,0.0,0.0,94.31800000000001,82.5,128.0,2.0,0.0,0.0,0.0,0.0,0.24872640095894516,0.21306562780940966,0.29023074617920286,0.24797722505244232,0.5032963739886125,0.0,0.0,0.0,0.0,Train
17_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23865467106004654,0.257145319658165,0.2702127518513853,0.23398725743040316,0.5273580715095503,0.0,0.0,0.0,0.0,Train
18_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3164256391756814,0.18995584333745827,0.17019722091573702,0.3234212965711233,0.36015306425319527,10356.0,10392.0,107.0,11.0,Train
19_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30745104687632446,0.1734339238789523,0.14663803415180884,0.3724769950929144,0.32007195803076116,556.0,557.0,3.0,1.0,Train
20_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22586261475150365,0.25688509021842354,0.30563469452358344,0.2116176005064894,0.5625197847420069,0.0,0.0,0.0,0.0,Train
21_p,0.0,0.0,0.0,99.4185,274.0,497.5,2.0,0.0,0.0,0.0,0.0,0.24926134419805307,0.2589338475414425,0.23860137467732404,0.2532034335831804,0.49753522221876656,220.0,220.0,2.0,1.0,Train
22_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18283850883737682,0.3241850832282796,0.3123601070261648,0.18061630090817876,0.6365451902544443,0.0,0.0,0.0,0.0,Train
23_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31474423269809426,0.179839518555667,0.17552657973921765,0.32988966900702105,0.35536609829488464,0.0,0.0,0.0,0.0,Train
24_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20320044320385247,0.29689970382050246,0.2940401866570071,0.205859666318638,0.5909398904775096,0.0,0.0,0.0,0.0,Train
25_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23862028699108487,0.25963186693913604,0.2614433390971084,0.24030450697267072,0.5210752060362445,0.0,0.0,0.0,0.0,Train
26_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,529.0,977.0,1.0,0.23321649353132368,0.2672678605570072,0.25656108597285066,0.24295455993881843,0.5238289465298578,0.0,0.0,0.0,0.0,Train
27_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.849,664.0,1219.0,1.0,0.24316213893846256,0.2533677044087514,0.272047061934034,0.23142309471875205,0.5254147663427854,0.0,0.0,0.0,0.0,Train
28_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3139283816104172,0.18585570023917086,0.16744452564443263,0.33277139250597926,0.3533002258836035,1027.0,1029.0,15.0,2.0,Train
29_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19088358259210417,0.30682117904542777,0.31049692752321895,0.19179831083924914,0.6173181065686467,857.0,857.0,2.0,1.0,Train
30_p,0.0,0.0,0.0,100.0,593.0,1096.0,1.0,100.0,327.0,604.0,1.0,0.267372139889369,0.23418283145769234,0.22871347890629534,0.2697315497466433,0.4628963103639877,0.0,0.0,0.0,0.0,Train
31_p,0.0,0.0,0.0,96.078,102.0,167.0,1.0,100.0,142.0,263.0,1.0,0.25656524028664973,0.2605719257274996,0.24274789935206173,0.24011493463378894,0.5033198250795613,499.0,497.0,56.0,1.0,Train
32_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281207209724745,0.20629453681710214,0.21671091239346094,0.2957873410646919,0.42300544921056304,1008.0,1008.0,1.0,1.0,Train
33_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3234799145718404,0.18050849376268782,0.17494660740025206,0.32106498426521973,0.3554551011629399,2870.0,2846.0,63.0,4.0,Train
34_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3303438364913775,0.16809665744091973,0.16304556099638068,0.33850862252501596,0.3311422184373004,0.0,0.0,0.0,0.0,Train
35_p,0.0,0.0,0.0,100.0,81.0,150.0,1.0,0.0,0.0,0.0,0.0,0.24471765931002049,0.2690130672847593,0.25567704659209245,0.23059222681312774,0.5246901138768518,0.0,0.0,0.0,0.0,Train
36_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17605007033963999,0.3331036528762692,0.3226531920798522,0.16819308470423855,0.6557568449561214,276.0,276.0,5.0,1.0,Train
37_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13948321544033643,0.36361927449216885,0.3555798633899706,0.14131764667752417,0.7191991378821394,0.0,0.0,0.0,0.0,Train
38_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,219.66666666666666,406.3333333333333,3.0,0.2769284562637192,0.2230229802443715,0.2407000912993648,0.25934847219254453,0.46372307154373626,0.0,0.0,0.0,0.0,Train
39_p,0.0,0.0,0.0,100.0,550.0,1016.0,1.0,100.0,261.0,483.0,1.0,0.23725381925271488,0.276857475918768,0.23651757776550708,0.24937112706301,0.5133750536842752,0.0,0.0,0.0,0.0,Train
40_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20685841639462982,0.2906560602700814,0.2966768931940729,0.2058086301412159,0.5873329534641543,0.0,0.0,0.0,0.0,Train
41_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27759683529263757,0.23650037042731936,0.187939445617076,0.29796334866296703,0.4244398160443954,0.0,0.0,0.0,0.0,Train
42_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2598672669863174,0.2388244065021635,0.2622427201496901,0.23906560636182903,0.5010671266518536,0.0,0.0,0.0,0.0,Train
43_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34898637040430647,0.17248883289428474,0.17122895430076737,0.3072958424006414,0.3437177871950521,0.0,0.0,0.0,0.0,Train
44_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,560.0,1035.0,1.0,0.23628255729274367,0.2695928146942739,0.26057522004549255,0.2335494079674899,0.5301680347397664,0.0,0.0,0.0,0.0,Train
45_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19353134601908253,0.3010888900867878,0.30977844860115356,0.1956013152929761,0.6108673386879413,0.0,0.0,0.0,0.0,Train
46_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,354.0,654.5,2.0,0.24366328549123845,0.254602851393411,0.2611283263694102,0.24060553674594037,0.5157311777628212,3551.0,3557.0,172.0,6.0,Train
47_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19855689967501408,0.3025049019275261,0.3012022443704161,0.19773595402704372,0.6037071462979422,0.0,0.0,0.0,0.0,Train
48_p,0.0,0.0,0.0,100.0,450.0,832.0,1.0,100.0,324.5,600.0,2.0,0.24525478587577054,0.2517281199681213,0.2609257843631573,0.2420913097929509,0.5126539043312786,1876.0,1876.0,69.0,3.0,Train
49_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20651817333008082,0.2854066603299042,0.29862133358007453,0.20945383275994045,0.5840279939099787,0.0,0.0,0.0,0.0,Train
50_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33083019583907686,0.170336792006419,0.15465274967939266,0.3441802624751115,0.3249895416858116,9336.0,9336.0,1.0,6.0,Train
51_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960307765121232,0.30209206091344587,0.30174668858288617,0.20013047399154477,0.603838749496332,3508.0,3508.0,0.0,1.0,Train
52_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17203175524417544,0.3273774977199237,0.3193557748113755,0.18123497222452534,0.6467332725312992,0.0,0.0,0.0,0.0,Train
53_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3913552474520246,0.13348177394178679,0.15868607106785418,0.3164769075383344,0.292167845009641,3173.0,3172.0,85.0,4.0,Train
54_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27522146292077954,0.2391166793216907,0.18391546443938245,0.3017463933181473,0.4230321437610731,0.0,0.0,0.0,0.0,Train
55_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19735240152957115,0.31301335802596153,0.30551983126704046,0.18411440917742683,0.6185331892930019,393.0,393.0,0.0,1.0,Train
56_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2747561366040274,0.2240017507102129,0.2271749129710606,0.27406719971469906,0.4511766636812735,1585.0,1585.0,98.0,2.0,Train
57_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2460872133083965,0.2531499163303475,0.2606309676149227,0.2401319027463333,0.5137808839452702,1641.0,1641.0,2.0,2.0,Train
58_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22820000562762036,0.2731646923098568,0.2627395255916036,0.23589577647091928,0.5359042179014604,0.0,0.0,0.0,0.0,Train
59_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3101457198011514,0.18779575311341545,0.19350154603071562,0.3085569810547175,0.3812972991441311,7669.0,7670.0,106.0,15.0,Train
60_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21193794797901427,0.28719611320475874,0.29067141432054977,0.21019452449567724,0.5778675275253085,3952.0,3947.0,68.0,5.0,Train
61_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3380495037887004,0.16331414388883161,0.1667490426019891,0.3318873097204789,0.3300631864908207,2614.0,2592.0,126.0,2.0,Train
62_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3030254264563888,0.19246861924686193,0.16720308979723206,0.33730286449951724,0.35967170904409396,0.0,0.0,0.0,0.0,Train
63_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23113497845982808,0.27381826844811497,0.25429314486510096,0.240753608226956,0.5281114133132159,0.0,0.0,0.0,0.0,Train
64_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19829799646574794,0.30249059624392444,0.30163925529713836,0.19757215199318928,0.6041298515410628,15563.0,15538.0,432.0,15.0,Train
65_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22101726319895565,0.286036290617499,0.27818595672342755,0.21476048946011778,0.5642222473409266,0.0,0.0,0.0,0.0,Train
66_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2770383420290977,0.22504767343936036,0.21974309582119314,0.2781708887103488,0.4447907692605535,0.0,0.0,0.0,0.0,Train
67_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23887254436746702,0.2600410583257993,0.2652357856775373,0.23585061162919638,0.5252768440033366,1771.0,1770.0,48.0,2.0,Train
68_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28307762766201056,0.219716052209755,0.2406915502633387,0.2565147698648958,0.46040760247309365,0.0,0.0,0.0,0.0,Train
69_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2605747379224397,0.21043178652591452,0.1881460303496811,0.34084744520196464,0.3985778168755956,0.0,0.0,0.0,0.0,Train
70_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076748152359295,0.16270608300170553,0.1787379192723138,0.3508811824900512,0.34144400227401933,0.0,0.0,0.0,0.0,Train
71_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19126387852025986,0.3059135600489223,0.3109455660212526,0.19187699540956527,0.6168591260701749,0.0,0.0,0.0,0.0,Train
72_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3084805114702781,0.19123762277740564,0.19868551077390387,0.3015963549784124,0.3899231335513095,34181.0,34125.0,325.0,65.0,Train
73_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,295.0,545.0,1.0,0.2304694025279804,0.264366056016482,0.2747090595244724,0.23045548193106521,0.5390751155409543,0.0,0.0,0.0,0.0,Train
74_p,0.0,0.0,0.0,100.0,398.0,736.0,1.0,100.0,417.0,771.0,1.0,0.25087520170664335,0.248550447173372,0.2719210677460821,0.2286532833739026,0.5204715149194541,0.0,0.0,0.0,0.0,Train
75_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2265095463601686,0.27324516174247354,0.26257246122886235,0.2376728306684955,0.5358176229713358,34984.0,34979.0,74.0,8.0,Train
76_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2893540624164407,0.20344550975973108,0.20030049530794403,0.3068999325158842,0.4037460050676751,3106.0,3104.0,257.0,10.0,Train
77_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24343299842634064,0.2610526032629894,0.2538433603679942,0.24167103794267575,0.5148959636309836,0.0,0.0,0.0,0.0,Train
78_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3931721004810262,0.12810662747194013,0.16725681453768038,0.3114644575093533,0.2953634420096205,0.0,0.0,0.0,0.0,Train
79_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3630035619324738,0.1346510811217579,0.19702252546029198,0.30532283148547634,0.33167360658204986,0.0,0.0,0.0,0.0,Train
80_p,0.0,0.0,0.0,97.059,170.0,285.0,1.0,100.0,251.0,464.0,1.0,0.2219505625427346,0.2743716718811512,0.2827010339183225,0.2209767316577917,0.5570727057994738,1879.0,1879.0,46.0,2.0,Train
81_p,0.0,0.0,0.0,100.0,450.0,832.0,1.0,0.0,0.0,0.0,0.0,0.23494368916683692,0.26941554034017146,0.24896703064969983,0.2466737398432918,0.5183825709898713,2666.0,2666.0,147.0,3.0,Train
82_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23733372253033652,0.2570889454151203,0.2741441140903215,0.23143321796422167,0.5312330595054418,1344.0,1344.0,0.0,1.0,Train
83_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20938946440379105,0.2916391154213504,0.29345290573800603,0.20551851443685254,0.5850920211593564,45365.0,45392.0,1460.0,30.0,Train
84_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16937468466520456,0.33360104613927244,0.32871528743088374,0.16830898176463926,0.6623163335701562,16837.0,16731.0,135.0,1.0,Train
85_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2398707447770784,0.26583407671721676,0.25667018084502474,0.2376249976606801,0.5225042575622415,9983.0,9985.0,29.0,9.0,Train
86_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2881307378558664,0.2139359133507032,0.215491017228914,0.28244233156451637,0.4294269305796172,2194.0,2191.0,24.0,3.0,Train
87_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24914360324807264,0.25768189720304857,0.24312131859426234,0.2500531809546165,0.5008032157973109,10390.0,10364.0,97.0,4.0,Train
88_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20896203632148377,0.2883355873261206,0.2929602975270479,0.20974207882534776,0.5812958848531684,624.0,624.0,24.0,2.0,Train
89_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3052558897450769,0.19204021321843842,0.19711657966691523,0.3055873173695694,0.38915679288535365,57264.0,57283.0,698.0,114.0,Train
90_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25277777777777777,0.24161978434130332,0.23375527426160336,0.2718471636193155,0.4753750586029067,0.0,0.0,0.0,0.0,Train
91_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190451353157273,0.3072409914037368,0.3107623862031244,0.1915452692358658,0.6180033776068612,0.0,0.0,0.0,0.0,Train
92_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365002035052233,0.13066268700896658,0.12923198362091293,0.37510329431788747,0.2598946706298795,264.0,258.0,32.0,1.0,Train
93_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17554816470428872,0.32741946408010636,0.3249241605977321,0.1721082106178728,0.6523436246778385,0.0,0.0,0.0,0.0,Train
94_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33943127518036165,0.15903057559574002,0.16505824666604205,0.33647990255785626,0.32408882226178204,7238.0,7259.0,45.0,9.0,Train
95_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24583087263421355,0.2599552855817093,0.2528544109789364,0.24135943080514075,0.5128096965606457,2518.0,2518.0,12.0,4.0,Train
96_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,439.0,811.0,1.0,0.26407225223772274,0.2381259575840658,0.23580678977501815,0.2619950004031933,0.473932747359084,4309.0,4320.0,32.0,4.0,Train
97_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34575476960839,0.17248689055003905,0.17215218118933392,0.30960615865223695,0.34463907173937297,0.0,0.0,0.0,0.0,Train
98_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2851264803749687,0.20413968299402482,0.1857132634441304,0.3250205731868761,0.3898529464381552,0.0,0.0,0.0,0.0,Train
99_p,0.0,0.0,0.0,96.078,102.0,167.0,1.0,100.0,137.0,254.0,1.0,0.2401739198558502,0.24626111481060756,0.254071839868385,0.2594931254651573,0.5003329546789925,848.0,852.0,63.0,2.0,Train
100_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28048378072050617,0.2248030874736374,0.21725656733762785,0.2774565644682286,0.44205965481126525,1167.0,1166.0,5.0,1.0,Train
101_p,1509.0,1508.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19030954134703484,0.31057434920863053,0.3099006521387636,0.18921545730557102,0.6204750013473941,4353.0,4353.0,9.0,4.0,Train
102_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2313389888311024,0.27507673288430384,0.25607468667405575,0.23750959161053797,0.5311514195583595,0.0,0.0,0.0,0.0,Train
103_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2374549871087341,0.2560780720632418,0.27499946730306196,0.2314674735249622,0.5310775393663038,0.0,0.0,0.0,0.0,Train
104_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22138789841362247,0.2876628220055305,0.28215279799155873,0.20879648158928832,0.5698156199970892,1826.0,1826.0,2.0,3.0,Train
105_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23201596151743742,0.2707007762107795,0.26426697277795996,0.2330162894938231,0.5349677489887394,24061.0,24058.0,344.0,21.0,Train
106_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681866622945444,0.3190761159158913,0.31979341722342913,0.1929438045661352,0.6388695331393204,0.0,0.0,0.0,0.0,Train
107_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24988018395586692,0.2466884884823641,0.25013511170934155,0.2532962158524274,0.4968236001917057,4261.0,4262.0,13.0,2.0,Train
108_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23988950462362513,0.2618201418248581,0.25776078424767135,0.24052956930384545,0.5195809260725295,0.0,0.0,0.0,0.0,Train
109_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26007538416932446,0.24007811300803303,0.2393106271212457,0.2605358757013968,0.47938874012927873,2881.0,2882.0,37.0,3.0,Train
110_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2427853786661141,0.26207290505765535,0.251717900325379,0.24342381595085152,0.5137908053830343,3509.0,3510.0,47.0,7.0,Train
111_p,0.0,0.0,0.0,96.386,166.0,272.0,1.0,0.0,0.0,0.0,0.0,0.23571450814311962,0.26419207174664466,0.2661694640799676,0.2339239560302681,0.5303615358266123,0.0,0.0,0.0,0.0,Train
112_p,0.0,0.0,0.0,100.0,398.0,736.0,1.0,0.0,0.0,0.0,0.0,0.2446706114398422,0.2609230769230769,0.2523076923076923,0.24209861932938856,0.5132307692307692,3306.0,3306.0,7.0,3.0,Train
113_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1821224042193946,0.3148858117634772,0.31759256035788264,0.1853992236592456,0.6324783721213598,0.0,0.0,0.0,0.0,Train
114_p,0.0,0.0,0.0,95.54750000000001,81.0,130.5,2.0,0.0,0.0,0.0,0.0,0.25730467241601235,0.2784142103230789,0.20723387823400696,0.2570472390269018,0.48564808855708586,0.0,0.0,0.0,0.0,Train
115_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21106762911685878,0.2680582731801963,0.26858033115740665,0.25229376654553826,0.536638604337603,0.0,0.0,0.0,0.0,Train
116_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20115795724465557,0.30260961674263337,0.2968158181934904,0.19941660781922066,0.5994254349361238,0.0,0.0,0.0,0.0,Train
117_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2173565637667602,0.2886166978484565,0.2762219363891487,0.21780480199563454,0.5648386342376053,0.0,0.0,0.0,0.0,Train
118_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1931344836758735,0.3002709726075048,0.30945685630851705,0.1971376874081046,0.6097278289160218,0.0,0.0,0.0,0.0,Train
119_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24074337703348045,0.2659281212387892,0.26423274534418717,0.2290957563835432,0.5301608665829763,0.0,0.0,0.0,0.0,Train
120_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.902,488.6666666666667,810.6666666666666,3.0,0.2696887092163171,0.23293457296670464,0.22689880935603757,0.27047790846094066,0.4598333823227422,769.0,769.0,0.0,1.0,Train
