id,rRNA-length,rRNA-bitscore,rRNA-count,OriT-identity,OriT-length,OriT-bitscore,OriT-count,IF-identity,IF-length,IF-bitscore,IF-count,Cir-alignment_a_mean,Cir-alignment_b_mean,Cir-mismatches mean,Cir-count,type
35_c,1540.4285714285713,1579.8428571428574,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29130.0,29185.0,605.0,26.0,Train
36_c,1535.0,1606.4500000000003,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32622.0,32607.0,1170.0,13.0,Train
37_c,1319.75,1074.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25332.0,25341.0,446.0,85.0,Train
38_c,1542.0,1612.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12909.0,12926.0,178.0,16.0,Train
39_c,1551.0,1627.8583333333336,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17340.0,17371.0,136.0,7.0,Train
40_c,1512.0,1559.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2.0,14.0,Train
41_c,1530.0,1544.4666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3356.0,3356.0,101.0,3.0,Train
42_c,1517.6666666666667,1447.5333333333335,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18394.0,18402.0,86.0,8.0,Train
43_c,1483.0,1591.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2739.0,2738.0,17.0,1.0,Train
44_c,1511.3333333333333,1534.3999999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3067.0,3068.0,79.0,5.0,Train
45_c,1488.0,1573.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30551.0,30543.0,1145.0,42.0,Train
46_c,1539.0,1570.7875000000001,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42167.0,42197.0,597.0,31.0,Train
47_c,1541.0,1577.8285714285716,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39663.0,39694.0,1281.0,33.0,Train
48_c,1541.0,1576.7857142857144,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29544.0,29511.0,1313.0,33.0,Train
49_c,1536.0,1554.02,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58275.0,58207.0,2967.0,88.0,Train
50_c,1531.0,1569.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27662.0,27609.0,489.0,23.0,Train
51_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348634.0,348674.0,885.0,320.0,Train
52_c,1522.0,1427.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29252.0,29252.0,743.0,20.0,Train
53_c,1487.0,1499.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
54_c,1546.0,1582.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8791.0,8790.0,221.0,13.0,Train
56_c,1546.0,1580.6,2.0,100.0,30.0,56.5,1.0,0.0,0.0,0.0,0.0,43935.0,43991.0,394.0,42.0,Train
57_c,1517.0,1589.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25762.0,25745.0,2290.0,20.0,Train
58_c,1551.5,1628.3999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4773.0,4708.0,178.0,26.0,Train
59_c,1541.0,1582.3571428571427,7.0,92.982,57.0,84.2,1.0,0.0,0.0,0.0,0.0,35590.0,35580.0,299.0,19.0,Train
60_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383881.0,383910.0,979.0,359.0,Train
61_c,1531.0,1560.975,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9532.0,9544.0,873.0,8.0,Train
63_c,1488.0,1567.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14461.0,14398.0,164.0,3.0,Train
64_c,1512.0,1559.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.0,2198.0,2.0,10.0,Train
66_c,1541.0,1577.6285714285716,7.0,98.246,57.0,100.0,1.0,0.0,0.0,0.0,0.0,6016.0,6019.0,462.0,14.0,Train
67_c,1517.0,1544.0499999999997,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137972.0,137948.0,3640.0,108.0,Train
68_c,1551.0,1631.9399999999998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7931.0,7933.0,84.0,16.0,Train
69_c,1600.5555555555557,1595.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13190.0,13201.0,280.0,10.0,Train
70_c,1541.0,1581.8285714285716,7.0,92.982,57.0,84.2,1.0,0.0,0.0,0.0,0.0,32845.0,32855.0,317.0,27.0,Train
71_c,1541.0,1575.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218653.0,218809.0,1487.0,207.0,Train
72_c,1524.0,1539.9000000000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11342.0,11337.0,184.0,14.0,Train
75_c,1518.0,1551.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
76_c,1549.8,1638.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,401.0,17.0,2.0,Train
77_c,1545.0,1607.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23129.0,23128.0,98.0,9.0,Train
78_c,1480.0,1587.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4476.0,4477.0,118.0,4.0,Train
79_c,1561.0,1587.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15690.0,15718.0,672.0,47.0,Train
81_c,1528.75,1561.1000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9446.0,9456.0,161.0,9.0,Train
82_c,1539.857142857143,1576.7142857142858,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,477.0,1.0,5.0,Train
83_c,1548.0,1617.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18177.0,18131.0,367.0,22.0,Train
84_c,1530.0,1548.1499999999999,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24246.0,24134.0,813.0,11.0,Train
86_c,1541.0,1577.7857142857142,7.0,98.246,57.0,100.0,1.0,0.0,0.0,0.0,0.0,4864.0,4900.0,294.0,13.0,Train
87_c,1512.0,1559.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2539.0,2552.0,14.0,11.0,Train
88_c,1512.0,1559.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3023.0,3026.0,4.0,13.0,Train
89_c,1468.0,1534.5999999999997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7061.0,7066.0,19.0,3.0,Train
90_c,1541.0,1520.6000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68863.0,68825.0,2123.0,130.0,Train
91_c,1539.0,1531.7333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9600.0,9570.0,69.0,8.0,Train
93_c,1502.0,1618.1499999999999,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35451.0,35470.0,977.0,28.0,Train
94_c,1518.0,1607.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49879.0,49901.0,728.0,50.0,Train
96_c,1528.0,1532.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2980.0,2979.0,12.0,2.0,Train
97_c,1541.142857142857,1579.9285714285713,7.0,92.982,57.0,84.2,1.0,0.0,0.0,0.0,0.0,35826.0,35985.0,1009.0,28.0,Train
98_c,1521.0,1519.4000000000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5424.0,5385.0,229.0,4.0,Train
100_c,1542.142857142857,1570.9857142857143,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5404.0,5406.0,175.0,17.0,Train
102_c,1537.5714285714287,1604.9857142857143,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5789.0,5789.0,163.0,16.0,Train
103_c,1542.0,1573.3714285714289,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20999.0,20981.0,218.0,17.0,Train
104_c,1512.0,1559.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2993.0,2992.0,4.0,12.0,Train
106_c,1541.0,1575.6571428571428,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167549.0,167555.0,6071.0,112.0,Train
107_c,1521.0,1515.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,1.0,1.0,Train
108_c,1536.8333333333333,1563.0666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15809.0,15826.0,369.0,20.0,Train
110_c,1487.0,1555.5999999999997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24852.0,24829.0,316.0,22.0,Train
111_c,1540.857142857143,1580.5428571428572,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6781.0,6785.0,351.0,10.0,Train
112_c,1532.0,1556.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18291.0,18295.0,148.0,23.0,Train
113_c,1532.0,1556.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12027.0,12022.0,125.0,16.0,Train
114_c,1541.0,1577.6000000000001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64138.0,64147.0,1055.0,62.0,Train
115_c,1519.0,1558.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
116_c,1539.0,1572.9125000000001,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12230.0,12171.0,835.0,9.0,Train
117_c,1550.909090909091,1656.0181818181818,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
118_c,1552.0,1603.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7411.0,7395.0,679.0,23.0,Train
120_c,1536.0,1608.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21679.0,21626.0,731.0,14.0,Train
121_c,1551.0,1632.1000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8024.0,8019.0,154.0,17.0,Train
122_c,1523.0,1590.6571428571426,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16025.0,16008.0,1224.0,38.0,Train
124_c,1550.9,1651.8899999999999,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2596.0,2628.0,268.0,6.0,Train
126_c,1557.0,1620.4375,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91357.0,91454.0,2313.0,82.0,Train
127_c,1539.125,1569.0125,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7255.0,7255.0,437.0,20.0,Train
129_c,1544.0,1552.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54538.0,54586.0,151.0,72.0,Train
130_c,1504.0,1544.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53098.0,53136.0,2370.0,97.0,Train
131_c,1484.0,1574.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
132_c,1540.7142857142858,1580.9714285714288,7.0,92.982,57.0,84.2,1.0,0.0,0.0,0.0,0.0,17081.0,17082.0,217.0,12.0,Train
133_c,1543.3333333333333,1572.9333333333332,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14297.0,14294.0,95.0,23.0,Train
135_c,1538.875,1572.7125,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27380.0,27393.0,847.0,25.0,Train
136_c,1541.1666666666667,1575.8166666666668,6.0,100.0,57.0,106.0,1.0,0.0,0.0,0.0,0.0,35664.0,35674.0,236.0,51.0,Train
137_c,1541.0,1582.142857142857,7.0,92.982,57.0,84.2,1.0,0.0,0.0,0.0,0.0,32486.0,32545.0,390.0,27.0,Train
138_c,1517.0,1527.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14066.0,14065.0,278.0,26.0,Train
139_c,1485.0,1604.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39993.0,39987.0,1246.0,54.0,Train
140_c,1486.0,1580.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33788.0,33789.0,598.0,41.0,Train
141_c,1551.0,1631.1166666666668,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31083.0,31099.0,177.0,29.0,Train
142_c,1541.142857142857,1575.4714285714285,7.0,100.0,57.0,106.0,1.0,0.0,0.0,0.0,0.0,24963.0,24963.0,166.0,25.0,Train
144_c,1535.0,1605.775,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26694.0,26703.0,701.0,19.0,Train
146_c,1463.0,1542.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
147_c,1551.9,1555.3400000000001,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21576.0,21736.0,356.0,9.0,Train
148_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7981.0,7981.0,69.0,4.0,Train
149_c,1552.8333333333333,1625.5999999999997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
150_c,1532.0,1559.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,35614.0,1050.0,26.0,Train
151_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420036.0,420061.0,1088.0,394.0,Train
152_c,1548.7,1633.23,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
153_c,1490.0,1588.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
154_c,1536.0,1614.625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6930.0,6930.0,320.0,7.0,Train
155_c,1515.0,1578.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19467.0,19473.0,505.0,14.0,Train
156_c,1540.7142857142858,1577.2999999999997,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438237.0,438277.0,1822.0,439.0,Train
158_c,1510.0,1543.9000000000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4459.0,4458.0,67.0,6.0,Train
159_c,1546.0,1527.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
160_c,1539.0,1529.3000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5444.0,5434.0,270.0,5.0,Train
162_c,1535.0,1575.9222222222224,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26379.0,26384.0,183.0,22.0,Train
163_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,282.0,9.0,2.0,Train
164_c,1549.0,1641.0999999999997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.0,1414.0,6.0,3.0,Train
165_c,1549.0,1643.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2606.0,2606.0,2.0,3.0,Train
166_c,1448.0,1516.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6528.0,6528.0,4.0,6.0,Train
167_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330568.0,330608.0,835.0,307.0,Train
168_c,1542.2,1575.1799999999998,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9984.0,9920.0,430.0,27.0,Train
169_c,1575.0,1608.3833333333332,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71481.0,71334.0,433.0,70.0,Train
170_c,1548.0,1609.6142857142859,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9051.0,9051.0,6.0,5.0,Train
171_c,1531.0,1569.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29881.0,29830.0,476.0,25.0,Train
172_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326210.0,326221.0,817.0,309.0,Train
173_c,1520.0,1493.625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20327.0,20321.0,429.0,49.0,Train
175_c,1519.25,1558.625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
177_c,1530.0,1556.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2380.0,2380.0,118.0,3.0,Train
178_c,1535.0,1606.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17160.0,17092.0,475.0,9.0,Train
179_c,1387.4444444444443,1340.3666666666668,9.0,97.143,280.0,473.0,1.0,0.0,0.0,0.0,0.0,1234.0,1234.0,1.0,1.0,Train
180_c,1553.0,1559.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,0.0,1.0,Train
181_c,1549.0,1642.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2682.0,2678.0,12.0,4.0,Train
182_c,1548.0,1610.2999999999997,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6672.0,6671.0,6.0,6.0,Train
184_c,1551.0,1655.646153846154,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41582.0,41580.0,51.0,35.0,Train
185_c,1541.0,1578.1142857142856,7.0,95.556,45.0,73.1,1.0,0.0,0.0,0.0,0.0,7350.0,7363.0,144.0,15.0,Train
186_c,1507.0,1545.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
188_c,1498.0,1568.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.0,1148.0,18.0,2.0,Train
189_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379546.0,379577.0,949.0,351.0,Train
190_c,1541.0,1580.0142857142855,7.0,100.0,57.0,106.0,1.0,0.0,0.0,0.0,0.0,7233.0,7244.0,525.0,18.0,Train
192_c,1535.25,1605.975,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13609.0,13621.0,463.0,9.0,Train
193_c,1512.0,1559.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2684.0,2685.0,3.0,11.0,Train
194_c,1527.0,1628.65,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90447.0,90452.0,1097.0,68.0,Train
195_c,1532.0,1568.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0,1.0,Train
196_c,1540.0,1485.86,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10068.0,10064.0,514.0,15.0,Train
197_c,1531.0,1569.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30140.0,30089.0,500.0,25.0,Train
198_c,1552.0,1554.8272727272729,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
199_c,1552.0,1555.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,0.0,1.0,Train
201_c,1552.0,1554.2363636363639,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18929.0,19090.0,463.0,56.0,Train
202_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16605.0,16616.0,501.0,40.0,Train
203_c,1532.0,1432.2333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32461.0,32425.0,1687.0,61.0,Train
204_c,1532.0,1435.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3893.0,3892.0,91.0,4.0,Train
205_c,1539.0,1573.625,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22963.0,22963.0,610.0,29.0,Train
206_c,1512.0,1559.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.0,1489.0,1.0,12.0,Train
207_c,1541.909090909091,1575.0727272727272,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36974.0,36867.0,354.0,12.0,Train
208_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15495.0,15506.0,61.0,4.0,Train
209_c,1539.0,1573.6374999999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14169.0,14128.0,205.0,14.0,Train
210_c,1521.0,1518.8666666666668,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55849.0,55348.0,2798.0,50.0,Train
211_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369729.0,369730.0,955.0,342.0,Train
212_c,1541.0,1577.6142857142856,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157642.0,157719.0,4554.0,76.0,Train
213_c,1492.0,1586.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24958.0,25007.0,813.0,37.0,Train
215_c,1522.0,1533.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4979.0,4930.0,110.0,1.0,Train
217_c,1560.0,1629.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5335.0,5335.0,14.0,7.0,Train
218_c,1530.0,1565.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32215.0,32215.0,613.0,16.0,Train
219_c,1536.0,1581.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17571.0,17573.0,228.0,20.0,Train
220_c,1530.0,1486.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10224.0,10214.0,48.0,8.0,Train
221_c,1511.0,1626.2666666666664,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7692.0,7692.0,243.0,26.0,Train
222_c,1551.0,1631.783333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21339.0,21369.0,652.0,39.0,Train
225_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361980.0,361982.0,949.0,340.0,Train
227_c,1532.0,1564.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6467.0,6458.0,175.0,4.0,Train
228_c,1532.0,1564.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
