id,rRNA-length,rRNA-bitscore,rRNA-count,OriT-identity,OriT-length,OriT-bitscore,OriT-count,IF-identity,IF-length,IF-bitscore,IF-count,gcc-1,gcc-2,gcc-3,gcc-4,gcc-5,Cir-alignment_a_mean,Cir-alignment_b_mean,Cir-mismatches mean,Cir-count,type
21_c,1507.0,1539.4166666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3211565822387163,0.17982071954692525,0.1728562446423965,0.32616645357196195,0.3526769641893217,526.0,525.0,20.0,2.0,Train
22_c,1539.0,1573.9625,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214204461519872,0.2858914383543096,0.28529306796116866,0.21461103216464972,0.5711845063154782,9892.0,9891.0,623.0,18.0,Train
23_c,1541.0,1581.3714285714286,7.0,100.0,57.0,106.0,1.0,0.0,0.0,0.0,0.0,0.2386230403001614,0.26116315445825944,0.2609201986718555,0.23929360656972365,0.522083353130115,6316.0,6381.0,248.0,16.0,Train
24_c,1511.2666666666667,1616.753333333333,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35223042270501886,0.1490027828586933,0.14908126812132286,0.34968552631496497,0.29808405098001617,75549.0,75479.0,1197.0,108.0,Train
25_c,1556.0,1596.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28246484158318924,0.21700702469130048,0.2190151448055974,0.28151298891991294,0.43602216949689787,19213.0,19248.0,388.0,25.0,Train
26_c,1540.4285714285713,1575.6285714285714,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24602499103535375,0.2540862505237908,0.2545830839903995,0.24530567445045598,0.5086693345141903,41710.0,41715.0,465.0,26.0,Train
27_c,1484.0,1574.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2138523252690341,0.2850655582249872,0.28699628188565446,0.21408583462032424,0.5720618401106417,2681.0,2689.0,113.0,19.0,Train
28_c,1484.0,1574.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21389681165760652,0.2859254600854805,0.2869926840897323,0.21318504416718076,0.5729181441752127,201.0,201.0,7.0,2.0,Train
29_c,1520.0,1596.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13417598142836065,0.36471029469943167,0.365330480911974,0.13578324296023367,0.7300407756114057,1660.0,1661.0,104.0,2.0,Train
30_c,1528.0,1571.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20200277749184808,0.2982523784018605,0.2973578062001574,0.20238703790613405,0.5956101846020179,8897.0,8901.0,4.0,1.0,Train
31_c,1536.0,1619.2599999999998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1856419673005205,0.3145584041982928,0.31399391675002314,0.1858057117511636,0.6285523209483159,4982.0,4986.0,708.0,5.0,Train
32_c,1321.0,1393.4545454545457,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2672668986545181,0.23215993687535025,0.23259453130662106,0.2679786331635106,0.4647544681819713,2842.0,2842.0,45.0,1.0,Train
33_c,1535.0,1541.525,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21165936453575665,0.2886280068583625,0.28822025641201476,0.21149237219386607,0.5768482632703773,13400.0,13427.0,1117.0,18.0,Train
34_c,1541.0,1579.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24628890557289815,0.25333735066714086,0.2538487786646646,0.24652496509529642,0.5071861293318054,43991.0,44029.0,462.0,32.0,Train
35_c,1524.0,1511.3666666666668,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1989614174314428,0.30072783378829626,0.30037378066188286,0.19993696811837805,0.6011016144501791,0.0,0.0,0.0,0.0,Train
36_c,1544.0,1573.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2409436317654381,0.26276615298371636,0.2570574423556984,0.2392327728951472,0.5198235953394148,15985.0,15978.0,822.0,16.0,Train
37_c,1540.857142857143,1575.0571428571432,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24605628967867163,0.2552962815416303,0.253369455581078,0.2452779731986201,0.5086657371227084,387560.0,387670.0,3515.0,368.0,Train
38_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16235064464073176,0.33848080438311884,0.3385672108244148,0.16060134015173458,0.6770480152075337,367370.0,367366.0,930.0,346.0,Train
39_c,1544.0,1588.9599999999998,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19158393661166004,0.30812163105671797,0.3085528383036237,0.19174159402799829,0.6166744693603416,33222.0,33062.0,732.0,21.0,Train
40_c,1569.0,1623.72,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26866087325883425,0.231147916920473,0.23223263362048466,0.2679582504594573,0.46338055054095767,16230.0,16218.0,244.0,25.0,Train
41_c,1541.0,1577.7428571428572,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24561424378232255,0.25392225295722304,0.2543311639454791,0.24613233931497533,0.5082534169027022,18708.0,18718.0,437.0,20.0,Train
42_c,1516.0,1521.8166666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3205905529293204,0.17926230933244625,0.17954172051054915,0.32060541722768415,0.3588040298429954,21255.0,21248.0,357.0,4.0,Train
43_c,1559.5,1645.8833333333334,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30968088441791375,0.18896386937301535,0.19099613772859156,0.3103591084804793,0.37996000710160693,61485.0,61477.0,650.0,65.0,Train
44_c,1541.0,1569.6625,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24011471709714266,0.25989579069753943,0.25942003778402817,0.2405694544212897,0.5193158284815675,43014.0,42968.0,1163.0,27.0,Train
45_c,1516.0,1510.1500000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3294165387575392,0.1710286184048869,0.17193300790261315,0.3276218349349608,0.34296162630750004,16701.0,16753.0,269.0,13.0,Train
46_c,1541.0,1575.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474398885477111,0.2516533623052662,0.2537187135172076,0.24718803562981514,0.5053720758224738,44712.0,44660.0,894.0,41.0,Train
47_c,1539.0,1572.1750000000002,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2133483098784467,0.28686705114604766,0.28706045562357624,0.21272418335192944,0.5739275067696239,41419.0,41410.0,1615.0,39.0,Train
48_c,1489.5,1577.175,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29111356852513404,0.20837825279097164,0.20803267894400038,0.29247549973989395,0.416410931734972,83757.0,83618.0,2326.0,464.0,Train
49_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2973482730091129,0.20449385629598385,0.20295953121544674,0.2951983394794565,0.40745338751143056,177734.0,177766.0,8207.0,197.0,Train
50_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30006050488777436,0.19970257838298866,0.20093819024777845,0.29929872648145855,0.40064076863076714,206.0,206.0,7.0,1.0,Train
51_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2993953983868067,0.20061151925178822,0.20122488320720172,0.2987681991542034,0.40183640245898994,0.0,0.0,0.0,0.0,Train
52_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29066150264724666,0.20564059248882388,0.21987598112935455,0.2838219237345749,0.4255165736181784,0.0,0.0,0.0,0.0,Train
53_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2954004946727549,0.2078101217656012,0.21240011415525115,0.2843892694063927,0.4202102359208524,0.0,0.0,0.0,0.0,Train
54_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30825164278789186,0.19699989227620382,0.20551007217494344,0.2892383927609609,0.4025099644511473,0.0,0.0,0.0,0.0,Train
55_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296191742895144,0.1958144458619473,0.20523329985613853,0.3027605113867702,0.4010477457180858,0.0,0.0,0.0,0.0,Train
56_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28427235873252255,0.2140591820413116,0.2123493560574722,0.28931910316869364,0.4264085380987838,0.0,0.0,0.0,0.0,Train
57_c,1535.0,1603.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218490307114709,0.283245082449905,0.28106527132600273,0.21719933910938327,0.5643103537759078,51617.0,51639.0,516.0,49.0,Train
58_c,1535.0,1606.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16874997027885566,0.3308101567849806,0.3313087289812067,0.16913099534923534,0.6621188857661873,18213.0,18266.0,1137.0,12.0,Train
59_c,1527.0,1539.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3141163601612757,0.18418097836889374,0.18192664668491088,0.3197760147849197,0.3661076250538046,4445.0,4446.0,9.0,4.0,Train
60_c,1551.909090909091,1564.5999999999995,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27760324557036703,0.22261826720833297,0.22198319934185384,0.27779528787944613,0.44460146655018684,17592.0,17593.0,231.0,3.0,Train
61_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28167113559294155,0.21781867831015836,0.21784076835765198,0.28266941773924814,0.4356594466678103,17787.0,17820.0,42.0,2.0,Train
62_c,1540.0,1568.125,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24144105257635845,0.2572552834514285,0.26005588314605915,0.2412477808261539,0.5173111665974877,98396.0,98342.0,3521.0,356.0,Train
63_c,1550.7692307692307,1651.9076923076923,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3256322773586741,0.1732394001676018,0.17969733505992344,0.321430094965431,0.3529367352275252,50219.0,50226.0,87.0,36.0,Train
64_c,1543.0,1577.3999999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24589328897756355,0.25460115065061123,0.253971071963365,0.24553448840846023,0.5085722226139762,17691.0,17701.0,248.0,20.0,Train
65_c,1541.0,1581.2428571428572,7.0,94.737,57.0,89.8,1.0,0.0,0.0,0.0,0.0,0.2380943997246041,0.2567397527609493,0.26538895628566855,0.23977689122877804,0.5221287090466178,17798.0,17878.0,591.0,28.0,Train
66_c,1542.0,1481.3200000000002,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31230453230869987,0.1868507404244016,0.1866144274562695,0.3136752391180397,0.3734651678806711,12125.0,12186.0,831.0,21.0,Train
67_c,1531.75,1560.9750000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16766225631253434,0.33193364789006197,0.3334570320468667,0.166947063750537,0.6653906799369287,10099.0,10100.0,88.0,8.0,Train
68_c,1532.0,1562.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1678960872354073,0.3344107944653166,0.330384633006506,0.1673084852927701,0.6647954274718226,5235.0,5235.0,682.0,6.0,Train
69_c,1532.0,1561.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1690449497153019,0.327672876085912,0.3341996697391602,0.1690825044596259,0.6618725458250723,0.0,0.0,0.0,0.0,Train
70_c,1517.0,1489.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31784334066502734,0.1906324705999566,0.18134185799983976,0.31018233073517626,0.3719743285997964,2142.0,2142.0,78.0,3.0,Train
71_c,1539.0,1571.925,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21344458863572086,0.2877512702969536,0.28614516272263313,0.21265897834469244,0.5738964330195867,17845.0,17843.0,222.0,21.0,Train
72_c,1534.0,1568.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18829101753295602,0.3122179950864033,0.3125050958951315,0.1869858914855092,0.6247230909815348,19581.0,19599.0,1646.0,49.0,Train
73_c,1528.0,1560.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15827442167937417,0.342998674605864,0.34043960079135493,0.1582569031874896,0.6834382753972189,8324.0,8334.0,199.0,8.0,Train
74_c,1540.7142857142858,1574.1000000000001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24701995568182733,0.25435469364460256,0.2517166816567244,0.24690866901684572,0.506071375301327,238885.0,238918.0,6726.0,104.0,Train
75_c,1534.0,1598.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1918390406707282,0.3085128889358426,0.3079433662810948,0.1917047041123343,0.6164562552169375,46809.0,46718.0,1975.0,121.0,Train
76_c,1558.0,1640.8714285714286,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3173243453289935,0.18358786222981685,0.18194184170948274,0.3171459507317069,0.3655297039392996,76004.0,75982.0,835.0,55.0,Train
77_c,1525.0,1540.925,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199617917629445,0.29995889261018943,0.29942752550821716,0.2009956642521484,0.5993864181184065,10106.0,10105.0,189.0,9.0,Train
78_c,1540.4285714285713,1579.8428571428574,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23920348220038984,0.2622282545462084,0.26048998905466025,0.23807827419874147,0.5227182436008686,29130.0,29185.0,605.0,26.0,Train
79_c,1535.0,1606.4500000000003,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16740622596366384,0.33258736830084623,0.3324742793903448,0.16753212634514514,0.665061647691191,32622.0,32607.0,1170.0,13.0,Train
80_c,1551.0,1631.78,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33486433220260636,0.16347102899450586,0.16401666158375514,0.33764797721913264,0.327487690578261,6080.0,6015.0,226.0,26.0,Train
81_c,1319.75,1074.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28992083337451446,0.21079720100020755,0.20986716611154488,0.2894147995137331,0.4206643671117524,25332.0,25341.0,446.0,85.0,Train
82_c,1542.0,1612.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22929907606200503,0.2715582487679,0.2711618578131641,0.22798081735693088,0.5427201065810641,12909.0,12926.0,178.0,16.0,Train
83_c,1551.0,1627.8583333333336,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32308517649426166,0.17698662217214148,0.17703636503906128,0.3228918362945356,0.35402298721120273,17340.0,17371.0,136.0,7.0,Train
84_c,1536.0,1582.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3036216432431782,0.19652121347003468,0.19615855791912407,0.30369858536766303,0.39267977138915877,2956.0,2957.0,64.0,4.0,Train
85_c,1512.0,1559.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349556416343871,0.1530516742496074,0.15082579326870071,0.34656611613782085,0.30387746751830813,2000.0,2000.0,2.0,14.0,Train
86_c,1560.0,1629.525,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3108117500778722,0.18805537954375534,0.18893688913536671,0.31219598124300574,0.37699226867912206,2130.0,2089.0,115.0,11.0,Train
87_c,1530.0,1544.4666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16483936318040976,0.33498630260227147,0.3356410990729246,0.16453323514439414,0.6706274016751961,3356.0,3356.0,101.0,3.0,Train
88_c,1536.0,1611.283333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19372012331176602,0.3053094857763396,0.30549018576801634,0.195480205143878,0.610799671544356,7242.0,7245.0,138.0,10.0,Train
89_c,1517.6666666666667,1447.5333333333335,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3293633810797019,0.17032578225210399,0.16501371373849646,0.33529712292969766,0.3353394959906004,18394.0,18402.0,86.0,8.0,Train
90_c,1533.3333333333333,1536.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1679690495357344,0.33158192059566605,0.33467070616444633,0.1657783237041532,0.6662526267601123,36121.0,36192.0,481.0,22.0,Train
91_c,1483.0,1591.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21354644475914258,0.28260009843972533,0.2902709913646094,0.21358095407942987,0.5728710898043348,2739.0,2738.0,17.0,1.0,Train
92_c,1549.5,1643.35,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2683890021831924,0.23094212240266748,0.23123179935860616,0.269437076055534,0.46217392176127364,6265.0,6271.0,68.0,11.0,Train
93_c,1541.0,1579.6000000000001,7.0,94.737,57.0,89.8,1.0,0.0,0.0,0.0,0.0,0.23916824891411706,0.2607237500938122,0.26105554909928835,0.23905245189278235,0.5217792991931005,15719.0,15715.0,1444.0,20.0,Train
94_c,1541.0,1580.314285714286,7.0,100.0,57.0,106.0,1.0,0.0,0.0,0.0,0.0,0.2389893642796104,0.2608976048052385,0.2608183687819219,0.23929466213322922,0.5217159735871604,12428.0,12441.0,510.0,19.0,Train
95_c,1511.3333333333333,1534.3999999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26370352760703536,0.23683901289184636,0.23634922610784254,0.26310823339327577,0.47318823899968887,3067.0,3068.0,79.0,5.0,Train
96_c,1488.0,1573.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17550859255357967,0.325534962541559,0.3240370964430622,0.17491934846179907,0.6495720589846212,30551.0,30543.0,1145.0,42.0,Train
97_c,1539.0,1570.7875000000001,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22064305556232822,0.27935174303784505,0.27978394685469726,0.22022125454512945,0.5591356898925424,42167.0,42197.0,597.0,31.0,Train
98_c,1528.0,1562.0666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2492608095542979,0.24836155501861248,0.24858623459550705,0.25379032837536825,0.49694778961411956,3449.0,3453.0,148.0,3.0,Train
99_c,1541.0,1577.8285714285716,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2461543046767953,0.25347824347821996,0.253873538525973,0.24649391331901174,0.507351782004193,39663.0,39694.0,1281.0,33.0,Train
100_c,1522.0,1584.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19105885560514052,0.30763269809336047,0.3075994290711208,0.19370901723037826,0.6152321271644813,34659.0,34608.0,220.0,4.0,Train
101_c,1536.0,1538.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35116686315398166,0.1486655396056818,0.14711278511109974,0.3530548121292368,0.29577832471678156,0.0,0.0,0.0,0.0,Train
102_c,1541.0,1576.7857142857144,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24564290533339958,0.25393602837129475,0.2540880689603228,0.24633299733498287,0.5080240973316176,29544.0,29511.0,1313.0,33.0,Train
103_c,1536.0,1554.02,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31789045657670323,0.1818192125351677,0.18449373905691457,0.3157965918312145,0.36631295159208227,58275.0,58207.0,2967.0,88.0,Train
104_c,1531.0,1569.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1719356670592356,0.328667241729132,0.32745643675125224,0.17190120865132738,0.6561236784803842,27662.0,27609.0,489.0,23.0,Train
105_c,1560.0,1644.2166666666665,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3052653797842255,0.1935271546807447,0.19177918295696766,0.30942828257806215,0.3853063376377124,405.0,406.0,16.0,2.0,Train
106_c,1548.125,1644.925,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2927822400560288,0.2082736727664861,0.2071840093058086,0.2917600778716765,0.4154576820722947,44988.0,44899.0,617.0,63.0,Train
107_c,1530.0,1539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16043200112405082,0.33665832622901126,0.3403396899087997,0.16256998273813822,0.676998016137811,348634.0,348674.0,885.0,320.0,Train
108_c,1522.0,1427.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1535134995578677,0.34649310860656557,0.34654090254002473,0.153452489295542,0.6930340111465902,29252.0,29252.0,743.0,20.0,Train
109_c,1538.0,1572.3999999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3181595485399684,0.18271702356076794,0.18352642754818324,0.3155970003510804,0.3662434511089512,11229.0,11297.0,247.0,14.0,Train
110_c,1487.0,1499.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2520674675449275,0.24484116124202188,0.24800173638963074,0.2550888484150726,0.4928428976316526,0.0,0.0,0.0,0.0,Train
111_c,1540.4285714285713,1572.9285714285713,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2322038080913845,0.2682190090303373,0.2683184708291708,0.2312587120491074,0.5365374798595082,24634.0,24637.0,220.0,7.0,Train
112_c,1546.0,1582.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17922294222256124,0.3208940288900955,0.3212427797369074,0.17864024915043586,0.642136808627003,8791.0,8790.0,221.0,13.0,Train
113_c,1551.0,1631.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3230862441959776,0.1769365166761323,0.17752396394677858,0.3224532751811115,0.3544604806229109,50293.0,50298.0,170.0,32.0,Train
114_c,1542.2857142857142,1552.9714285714288,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24639976235216635,0.25367088706548896,0.2530945519820435,0.24683479860030116,0.5067654390475325,60761.0,60750.0,1635.0,38.0,Train
115_c,1546.0,1580.6,2.0,100.0,30.0,56.5,1.0,0.0,0.0,0.0,0.0,0.17758360943035037,0.3270274033688628,0.32011431365485554,0.17527467354593132,0.6471417170237184,43935.0,43991.0,394.0,42.0,Train
