id,rRNA-length,rRNA-bitscore,rRNA-count,OriT-identity,OriT-length,OriT-bitscore,OriT-count,IF-identity,IF-length,IF-bitscore,IF-count,gcc-1,gcc-2,gcc-3,gcc-4,gcc-5,Cir-alignment_a_mean,Cir-alignment_b_mean,Cir-mismatches mean,Cir-count,type
21_p,1462.0,1539.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19379807351398962,0.3060955629616084,0.30711814561726297,0.19298821790713905,0.6132137085788714,0.0,0.0,0.0,0.0,Train
22_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40214424271991267,0.11425119931235553,0.164616510436631,0.3189880475311008,0.27886770974898656,2978.0,2978.0,286.0,13.0,Train
23_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4014642614536946,0.13446297833798776,0.128538002868141,0.3355347573401766,0.26300098120612875,0.0,0.0,0.0,0.0,Train
24_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3305410395218575,0.16912413555715491,0.15334355540257222,0.34699126951841536,0.32246769095972716,0.0,0.0,0.0,0.0,Train
25_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,875.0,1616.0,1.0,0.2621033493899125,0.2442693006953686,0.2620096339474819,0.23161771596723707,0.5062789346428505,0.0,0.0,0.0,0.0,Train
26_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2682095636606777,0.21859025516036495,0.25743588637491105,0.25576429480404633,0.476026141535276,0.0,0.0,0.0,0.0,Train
27_p,0.0,0.0,0.0,100.0,80.0,148.0,1.0,97.479,119.0,204.0,1.0,0.21647331786542923,0.2928074245939675,0.25406032482598606,0.23665893271461716,0.5468677494199536,0.0,0.0,0.0,0.0,Train
28_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.548,885.0,1613.0,1.0,0.25603197674418604,0.2405107973421927,0.23686669435215946,0.2665905315614618,0.4773774916943522,0.0,0.0,0.0,0.0,Train
29_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,570.0,1053.0,1.0,0.242570281124498,0.2606613955823293,0.2535015060240964,0.2432668172690763,0.5141629016064257,6502.0,6503.0,171.0,7.0,Train
30_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37170642691828376,0.15854771230194054,0.12992923268648746,0.3398166280932882,0.288476944988428,0.0,0.0,0.0,0.0,Train
31_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21149014941160915,0.3016660055533518,0.2824937194235092,0.20435012561152982,0.5841597249768611,0.0,0.0,0.0,0.0,Train
32_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35926752184420896,0.16285554935861685,0.17261572783045176,0.30526120096672243,0.3354712771890686,10757.0,10758.0,17.0,1.0,Train
33_p,0.0,0.0,0.0,93.333,45.0,65.8,1.0,0.0,0.0,0.0,0.0,0.33367528646639827,0.18002864663982657,0.17120238463920717,0.31509368225456796,0.35123103127903377,1612.0,1610.0,4.0,2.0,Train
34_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20468386444107234,0.29446130500758727,0.3003692463328275,0.2004855842185129,0.5948305513404148,0.0,0.0,0.0,0.0,Train
35_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15349232184558773,0.34937371735899797,0.34640152855424244,0.1507324322411719,0.6957752459132405,0.0,0.0,0.0,0.0,Train
36_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3022584777186004,0.20977550057304659,0.1708352996696555,0.3171307220386975,0.3806108002427021,9548.0,9550.0,12.0,1.0,Train
37_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,596.0,1101.0,1.0,0.260940721794684,0.24260008337934222,0.2463718718662325,0.2500873229597413,0.4889719552455747,7327.0,7337.0,371.0,7.0,Train
38_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25336185819070906,0.2396088019559902,0.23441320293398532,0.2726161369193154,0.47402200488997553,0.0,0.0,0.0,0.0,Train
39_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15933540806282073,0.34185647473033554,0.33786338908174934,0.16094472812509442,0.6797198638120849,0.0,0.0,0.0,0.0,Train
40_p,0.0,0.0,0.0,94.31800000000001,82.5,128.0,2.0,0.0,0.0,0.0,0.0,0.24872640095894516,0.21306562780940966,0.29023074617920286,0.24797722505244232,0.5032963739886125,0.0,0.0,0.0,0.0,Train
41_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23865467106004654,0.257145319658165,0.2702127518513853,0.23398725743040316,0.5273580715095503,0.0,0.0,0.0,0.0,Train
42_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3164256391756814,0.18995584333745827,0.17019722091573702,0.3234212965711233,0.36015306425319527,10356.0,10392.0,107.0,11.0,Train
43_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30745104687632446,0.1734339238789523,0.14663803415180884,0.3724769950929144,0.32007195803076116,556.0,557.0,3.0,1.0,Train
44_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18486805165637282,0.31300299457233766,0.31723750701852893,0.18489144675276062,0.6302405015908665,0.0,0.0,0.0,0.0,Train
45_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18781094527363185,0.3095830371949775,0.31938521677327647,0.1832208007581142,0.628968253968254,0.0,0.0,0.0,0.0,Train
46_p,0.0,0.0,0.0,99.398,166.0,302.0,1.0,0.0,0.0,0.0,0.0,0.38614478305199956,0.14200747705902345,0.16067180242437976,0.31117593746459726,0.30267927948340323,0.0,0.0,0.0,0.0,Train
47_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23212295690936108,0.2613763001485884,0.24832838038632987,0.2581723625557207,0.5097046805349184,0.0,0.0,0.0,0.0,Train
48_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2676188552348587,0.23391597450796328,0.2350210519227951,0.26344411833438297,0.4689370264307584,1148.0,1147.0,31.0,2.0,Train
49_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39500529941706414,0.1280471648118707,0.16388447270800213,0.3130630630630631,0.29193163751987283,0.0,0.0,0.0,0.0,Train
50_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22586261475150365,0.25688509021842354,0.30563469452358344,0.2116176005064894,0.5625197847420069,0.0,0.0,0.0,0.0,Train
51_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35071509220925856,0.1371659766654121,0.2016936394429808,0.3104252916823485,0.3388596161083929,0.0,0.0,0.0,0.0,Train
52_p,0.0,0.0,0.0,99.4185,274.0,497.5,2.0,0.0,0.0,0.0,0.0,0.24926134419805307,0.2589338475414425,0.23860137467732404,0.2532034335831804,0.49753522221876656,220.0,220.0,2.0,1.0,Train
53_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24633431085043989,0.2844574780058651,0.30303030303030304,0.16617790811339198,0.5874877810361682,0.0,0.0,0.0,0.0,Train
54_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18283850883737682,0.3241850832282796,0.3123601070261648,0.18061630090817876,0.6365451902544443,0.0,0.0,0.0,0.0,Train
55_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31474423269809426,0.179839518555667,0.17552657973921765,0.32988966900702105,0.35536609829488464,0.0,0.0,0.0,0.0,Train
56_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20320044320385247,0.29689970382050246,0.2940401866570071,0.205859666318638,0.5909398904775096,0.0,0.0,0.0,0.0,Train
57_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23862028699108487,0.25963186693913604,0.2614433390971084,0.24030450697267072,0.5210752060362445,0.0,0.0,0.0,0.0,Train
58_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5265,634.0,1152.0,2.0,0.23321649353132368,0.2672678605570072,0.25656108597285066,0.24295455993881843,0.5238289465298578,0.0,0.0,0.0,0.0,Train
59_p,0.0,0.0,0.0,98.305,116.5,210.5,2.0,0.0,0.0,0.0,0.0,0.23390036452004861,0.25293641150263263,0.2954637505062778,0.2176994734710409,0.5484001620089105,0.0,0.0,0.0,0.0,Train
60_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33326101106530703,0.14840529399001953,0.234324148405294,0.2840095465393795,0.38272944239531353,83.0,83.0,0.0,1.0,Train
61_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2705061082024433,0.1864191654767571,0.17436141519911152,0.3687133111216881,0.3607805806758686,0.0,0.0,0.0,0.0,Train
62_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.849,664.0,1219.0,1.0,0.24316213893846256,0.2533677044087514,0.272047061934034,0.23142309471875205,0.5254147663427854,0.0,0.0,0.0,0.0,Train
63_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3911850104346248,0.13056891389166136,0.15631521640504492,0.3219308592686689,0.2868841302967063,81.0,80.0,1.0,1.0,Train
64_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3139283816104172,0.18585570023917086,0.16744452564443263,0.33277139250597926,0.3533002258836035,1027.0,1029.0,15.0,2.0,Train
65_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19088358259210417,0.30682117904542777,0.31049692752321895,0.19179831083924914,0.6173181065686467,857.0,857.0,2.0,1.0,Train
66_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32676518883415434,0.17943805874840357,0.188925378580551,0.30487137383689106,0.3683634373289546,0.0,0.0,0.0,0.0,Train
67_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2703474535935269,0.1864191654767571,0.17452006980802792,0.3687133111216881,0.360939235284785,0.0,0.0,0.0,0.0,Train
68_p,0.0,0.0,0.0,100.0,593.0,1096.0,1.0,99.762,478.5,875.5,2.0,0.267372139889369,0.23418283145769234,0.22871347890629534,0.2697315497466433,0.4628963103639877,0.0,0.0,0.0,0.0,Train
69_p,0.0,0.0,0.0,96.078,102.0,167.0,1.0,100.0,142.0,263.0,1.0,0.25656524028664973,0.2605719257274996,0.24274789935206173,0.24011493463378894,0.5033198250795613,499.0,497.0,56.0,1.0,Train
70_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281207209724745,0.20629453681710214,0.21671091239346094,0.2957873410646919,0.42300544921056304,1008.0,1008.0,1.0,1.0,Train
71_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3234799145718404,0.18050849376268782,0.17494660740025206,0.32106498426521973,0.3554551011629399,2870.0,2846.0,63.0,4.0,Train
72_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24777617943222852,0.23597451780524323,0.25106420456213485,0.2651850982003934,0.4870387223673781,0.0,0.0,0.0,0.0,Train
73_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3303438364913775,0.16809665744091973,0.16304556099638068,0.33850862252501596,0.3311422184373004,0.0,0.0,0.0,0.0,Train
74_p,0.0,0.0,0.0,97.45750000000001,117.0,208.75,2.0,0.0,0.0,0.0,0.0,0.2357850808555034,0.26134585289514867,0.26134585289514867,0.24152321335419927,0.5226917057902973,0.0,0.0,0.0,0.0,Train
75_p,0.0,0.0,0.0,100.0,81.0,150.0,1.0,0.0,0.0,0.0,0.0,0.24471765931002049,0.2690130672847593,0.25567704659209245,0.23059222681312774,0.5246901138768518,0.0,0.0,0.0,0.0,Train
76_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3360542846585374,0.18143034700527394,0.1733010850213309,0.30921428331485773,0.35473143202660484,1874.0,1873.0,77.0,2.0,Train
77_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29263525830154286,0.20045853456862045,0.19775242891774567,0.30915377821209106,0.3982109634863661,703.0,703.0,76.0,1.0,Train
78_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45436844419320394,0.10043338986244582,0.17806670435274166,0.26713146159160855,0.2785000942151875,2753.0,2751.0,105.0,3.0,Train
79_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17605007033963999,0.3331036528762692,0.3226531920798522,0.16819308470423855,0.6557568449561214,276.0,276.0,5.0,1.0,Train
80_p,1535.0,1552.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16558917418324776,0.3345863932341555,0.3352066991094561,0.1646177334731406,0.6697930923436116,13974.0,13974.0,171.0,13.0,Train
81_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13948321544033643,0.36361927449216885,0.3555798633899706,0.14131764667752417,0.7191991378821394,0.0,0.0,0.0,0.0,Train
82_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,219.66666666666666,406.3333333333333,3.0,0.2769284562637192,0.2230229802443715,0.2407000912993648,0.25934847219254453,0.46372307154373626,0.0,0.0,0.0,0.0,Train
83_p,0.0,0.0,0.0,100.0,550.0,1016.0,1.0,100.0,261.0,483.0,1.0,0.23725381925271488,0.276857475918768,0.23651757776550708,0.24937112706301,0.5133750536842752,0.0,0.0,0.0,0.0,Train
84_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20685841639462982,0.2906560602700814,0.2966768931940729,0.2058086301412159,0.5873329534641543,0.0,0.0,0.0,0.0,Train
85_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1688095851584643,0.32637206905436744,0.34281113115176504,0.16200721463540324,0.6691832002061324,28524.0,28527.0,136.0,3.0,Train
86_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22398161154386412,0.2741348486783297,0.2512131273145192,0.2506704124632869,0.525347975992849,9317.0,9312.0,13.0,1.0,Train
87_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27759683529263757,0.23650037042731936,0.187939445617076,0.29796334866296703,0.4244398160443954,0.0,0.0,0.0,0.0,Train
88_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34665500655881065,0.15474420638390904,0.15867949278530827,0.33992129427197204,0.3134236991692173,794.0,794.0,2.0,1.0,Train
89_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2598672669863174,0.2388244065021635,0.2622427201496901,0.23906560636182903,0.5010671266518536,0.0,0.0,0.0,0.0,Train
90_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636100386100386,0.13272200772200773,0.15096525096525096,0.35265444015444014,0.2836872586872587,0.0,0.0,0.0,0.0,Train
91_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34898637040430647,0.17248883289428474,0.17122895430076737,0.3072958424006414,0.3437177871950521,0.0,0.0,0.0,0.0,Train
92_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20363445132639943,0.3010011296794048,0.3043706906626154,0.19099372833158038,0.6053718203420202,10507.0,10486.0,203.0,2.0,Train
93_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.799,653.5,1199.0,2.0,0.23628255729274367,0.2695928146942739,0.26057522004549255,0.2335494079674899,0.5301680347397664,0.0,0.0,0.0,0.0,Train
94_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19353134601908253,0.3010888900867878,0.30977844860115356,0.1956013152929761,0.6108673386879413,0.0,0.0,0.0,0.0,Train
95_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3696601480918929,0.11847351433453579,0.17554042691692207,0.33632591065664924,0.29401394125145786,0.0,0.0,0.0,0.0,Train
96_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26552210724365005,0.2253057384760113,0.24094543744120414,0.2682267168391345,0.46625117591721543,0.0,0.0,0.0,0.0,Train
97_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34060077519379844,0.12887596899224807,0.20494186046511628,0.32558139534883723,0.3338178294573644,0.0,0.0,0.0,0.0,Train
98_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,354.0,654.5,2.0,0.24366328549123845,0.254602851393411,0.2611283263694102,0.24060553674594037,0.5157311777628212,3551.0,3557.0,172.0,6.0,Train
99_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19855689967501408,0.3025049019275261,0.3012022443704161,0.19773595402704372,0.6037071462979422,0.0,0.0,0.0,0.0,Train
100_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3003532594388465,0.19887578756296115,0.20103947028634322,0.29973148271184913,0.3999152578493044,10228.0,10221.0,312.0,9.0,Train
101_p,0.0,0.0,0.0,100.0,450.0,832.0,1.0,100.0,324.5,600.0,2.0,0.24525478587577054,0.2517281199681213,0.2609257843631573,0.2420913097929509,0.5126539043312786,1876.0,1876.0,69.0,3.0,Train
102_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20651817333008082,0.2854066603299042,0.29862133358007453,0.20945383275994045,0.5840279939099787,0.0,0.0,0.0,0.0,Train
103_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33083019583907686,0.170336792006419,0.15465274967939266,0.3441802624751115,0.3249895416858116,9336.0,9336.0,1.0,6.0,Train
104_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960307765121232,0.30209206091344587,0.30174668858288617,0.20013047399154477,0.603838749496332,3508.0,3508.0,0.0,1.0,Train
105_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17887189055753241,0.33430066956729937,0.31435813181641803,0.1724693080587502,0.6486588013837173,40828.0,40818.0,854.0,11.0,Train
106_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17203175524417544,0.3273774977199237,0.3193557748113755,0.18123497222452534,0.6467332725312992,0.0,0.0,0.0,0.0,Train
107_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1825588066551922,0.3140944731306177,0.31841652323580033,0.18493019697838975,0.632510996366418,0.0,0.0,0.0,0.0,Train
108_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33481574189959673,0.16404672507300794,0.15917952996801557,0.3419580030593798,0.32322625504102354,1714.0,1713.0,191.0,1.0,Train
109_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24139280125195617,0.23982785602503912,0.23082942097026604,0.28794992175273865,0.47065727699530513,0.0,0.0,0.0,0.0,Train
110_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1840422736694596,0.30752050915248297,0.3226578693837036,0.1857793477943538,0.6301783785361865,0.0,0.0,0.0,0.0,Train
111_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3618635238963407,0.13764813126709208,0.15760515692147414,0.3428831879150931,0.2952532881885662,0.0,0.0,0.0,0.0,Train
112_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3913552474520246,0.13348177394178679,0.15868607106785418,0.3164769075383344,0.292167845009641,3173.0,3172.0,85.0,4.0,Train
113_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27522146292077954,0.2391166793216907,0.18391546443938245,0.3017463933181473,0.4230321437610731,0.0,0.0,0.0,0.0,Train
114_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24919247112002377,0.24070729405155775,0.25960461295769494,0.25049562187072355,0.5003119070092527,0.0,0.0,0.0,0.0,Train
115_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,130.0,241.0,1.0,0.22519905315257155,0.24359802022810415,0.30815579944049926,0.22304712717882505,0.5517538196686034,0.0,0.0,0.0,0.0,Train
116_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34593194395384436,0.17037560343812552,0.1627222418462263,0.3208524667373131,0.3330978452843518,0.0,0.0,0.0,0.0,Train
117_p,0.0,0.0,0.0,97.727,44.0,76.8,1.0,0.0,0.0,0.0,0.0,0.37094594594594593,0.12207207207207207,0.1786036036036036,0.32837837837837835,0.30067567567567566,0.0,0.0,0.0,0.0,Train
118_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2808511257622728,0.20985605961373327,0.2099724926865476,0.29932032193744634,0.4198285523002809,0.0,0.0,0.0,0.0,Train
119_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36438251574728003,0.13933956861996563,0.1706432525291086,0.32563466310364575,0.3099828211490743,0.0,0.0,0.0,0.0,Train
120_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3376674123294865,0.16265097604644335,0.17293864201155296,0.3267429696125172,0.3355896180579963,15194.0,15200.0,99.0,8.0,Train
